Organization,Repository,Language,Selected,Reasons for exclusion
jorisvink,kore,C,FALSE,contributing is missing.
akopytov,sysbench,C,FALSE,contributing is missing.
joyent,libuv,C,FALSE,contributing is missing.
fontforge,fontforge,C,TRUE,
contiki-os,contiki,C,TRUE,
mabeijianxi,small-video-record,C,FALSE,contributing is missing.
cuber,ngx_http_google_filter_module,C,FALSE,contributing is missing.
P-H-C,phc-winner-argon2,C,FALSE,contributing is missing.
antirez,sds,C,FALSE,contributing is missing.
jp9000,OBS,C,FALSE,contributing is missing.
lxc,lxc,C,FALSE,contributing is not in Markdown.
audacity,audacity,C,TRUE,
ossec,ossec-hids,C,FALSE,contributing is missing.
cloudius-systems,osv,C,FALSE,contributing is not in Markdown.
TelegramMessenger,MTProxy,C,FALSE,contributing is missing.
OpenKinect,libfreenect,C,FALSE,contributing is missing.
tmk,tmk_keyboard,C,FALSE,contributing is missing.
esnet,iperf,C,TRUE,
klange,toaruos,C,FALSE,contributing is missing.
attractivechaos,klib,C,FALSE,contributing is missing.
linw7,Skill-Tree,C,FALSE,contributing is missing.
answer-huang,dSYMTools,C,FALSE,contributing is missing.
google,eddystone,C,TRUE,
mpc-hc,mpc-hc,C,TRUE,
ExistentialAudio,BlackHole,C,FALSE,contributing is missing.
ARMmbed,mbed-os,C,FALSE,contributing size < 0.5kB.
Kitware,CMake,C,FALSE,contributing is not in Markdown.
yourtion,30dayMakeOS,C,FALSE,contributing is missing.
Meituan-Dianping,Logan,C,TRUE,
rubinius,rubinius,C,TRUE,
ultrajson,ultrajson,C,FALSE,contributing is missing.
jpmens,jo,C,FALSE,contributing is missing.
haad,proxychains,C,FALSE,contributing is missing.
hfiref0x,UACME,C,FALSE,contributing is missing.
xmake-io,xmake,C,TRUE,
mofarrell,p2pvc,C,FALSE,contributing is missing.
geohot,qira,C,FALSE,contributing is missing.
zombodb,zombodb,C,FALSE,contributing is missing.
vanhoefm,krackattacks-scripts,C,FALSE,contributing is missing.
wireshark,wireshark,C,FALSE,contributing is missing.
pymumu,smartdns,C,FALSE,contributing is missing.
tsl0922,ttyd,C,FALSE,contributing is missing.
id-Software,Quake,C,FALSE,contributing is missing.
openvenues,libpostal,C,TRUE,
martin-ger,esp_wifi_repeater,C,FALSE,contributing is missing.
unbit,uwsgi,C,FALSE,contributing is missing.
seclab-ucr,INTANG,C,FALSE,contributing is missing.
yrutschle,sslh,C,FALSE,contributing is missing.
seL4,seL4,C,TRUE,
lc-soft,LCUI,C,TRUE,
huntergregal,mimipenguin,C,FALSE,contributing is missing.
jakogut,tinyvm,C,FALSE,contributing is missing.
libfuse,libfuse,C,FALSE,contributing is missing.
Syllo,nvtop,C,FALSE,contributing is missing.
edenhill,kafkacat,C,FALSE,contributing is missing.
libusb,libusb,C,FALSE,contributing is missing.
warmcat,libwebsockets,C,FALSE,contributing is missing.
moby,hyperkit,C,TRUE,
gluster,glusterfs,C,FALSE,contributing is not in Markdown.
mintty,wsltty,C,FALSE,contributing is missing.
cmusphinx,pocketsphinx,C,FALSE,contributing is missing.
mridgers,clink,C,FALSE,contributing is missing.
netblue30,firejail,C,TRUE,
RandyGaul,cute_headers,C,FALSE,contributing is missing.
lastpass,lastpass-cli,C,FALSE,contributing is not in Markdown.
ohler55,oj,C,FALSE,contributing is missing.
slact,nchan,C,FALSE,contributing is missing.
LumaTeam,Luma3DS,C,FALSE,contributing is missing.
buaazp,zimg,C,FALSE,contributing is missing.
DhavalKapil,icmptunnel,C,FALSE,contributing is missing.
veracrypt,VeraCrypt,C,FALSE,contributing is missing.
giltene,wrk2,C,FALSE,contributing is missing.
dekuNukem,daytripper,C,FALSE,contributing is missing.
imbushuo,mac-precision-touchpad,C,FALSE,contributing is missing.
ARMmbed,mbedtls,C,TRUE,
stlink-org,stlink,C,TRUE,
neutrinolabs,xrdp,C,FALSE,contributing is missing.
F-Stack,f-stack,C,FALSE,contributing is missing.
madler,zlib,C,FALSE,contributing is missing.
antirez,linenoise,C,FALSE,contributing is missing.
cundong,SmartAppUpdates,C,FALSE,contributing is missing.
collectd,collectd,C,TRUE,
astropy,astropy,C,TRUE,
apache,httpd,C,FALSE,contributing is missing.
stefanesser,dumpdecrypted,C,FALSE,contributing is missing.
billziss-gh,winfsp,C,FALSE,contributing is missing.
johnkerl,miller,C,FALSE,contributing is missing.
RediSearch,RediSearch,C,FALSE,contributing is missing.
AlexAltea,orbital,C,FALSE,contributing is missing.
tj,luna,C,FALSE,contributing is missing.
GNOME,gimp,C,FALSE,contributing is missing.
stellar,stellar-core,C,TRUE,
Rdatatable,data.table,C,FALSE,contributing size < 0.5kB.
hnes,libaco,C,FALSE,contributing is missing.
Sunzxyong,Tiny,C,FALSE,contributing is missing.
minoca,os,C,TRUE,
sustrik,libmill,C,FALSE,contributing is missing.
y123456yz,reading-code-of-nginx-1.9.2,C,FALSE,contributing is missing.
jonashaag,bjoern,C,FALSE,contributing is missing.
dekuNukem,Nintendo_Switch_Reverse_Engineering,C,FALSE,contributing is missing.
axboe,fio,C,FALSE,contributing is missing.
robotmedia,RMStore,C,TRUE,
flatpak,flatpak,C,FALSE,contributing is missing.
abrasive,shairport,C,FALSE,contributing is missing.
XProger,OpenLara,C,FALSE,contributing is missing.
AdAway,AdAway,C,TRUE,
wasm3,wasm3,C,FALSE,contributing is missing.
urbit,urbit,C,TRUE,
pipelinedb,pipelinedb,C,FALSE,contributing is missing.
merbanan,rtl_433,C,TRUE,
hexchat,hexchat,C,FALSE,contributing is missing.
gnif,LookingGlass,C,FALSE,contributing is missing.
openvswitch,ovs,C,FALSE,contributing is not in Markdown.
pygame,pygame,C,FALSE,contributing is missing.
uber,h3,C,TRUE,
nicolasff,webdis,C,FALSE,contributing is missing.
Motion-Project,motion,C,TRUE,
mbebenita,Broadway,C,FALSE,contributing is missing.
acassen,keepalived,C,FALSE,contributing is missing.
jerryscript-project,iotjs,C,FALSE,contributing is missing.
microshow,RxFFmpeg,C,FALSE,contributing is missing.
kohler,gifsicle,C,FALSE,contributing is missing.
zserge,jsmn,C,FALSE,contributing is missing.
EyalAr,lwip,C,TRUE,
viabtc,viabtc_exchange_server,C,FALSE,contributing is missing.
gnea,grbl,C,FALSE,contributing is missing.
yarrick,pingfs,C,FALSE,contributing is missing.
dvorka,hstr,C,FALSE,contributing is missing.
CloverHackyColor,CloverBootloader,C,FALSE,contributing is missing.
varnishcache,varnish-cache,C,FALSE,contributing is not in Markdown.
cleanflight,cleanflight,C,TRUE,
mortdeus,legacy-cc,C,FALSE,contributing is missing.
tinyproxy,tinyproxy,C,FALSE,contributing is missing.
akheron,jansson,C,FALSE,contributing is missing.
nginx,unit,C,FALSE,contributing is missing.
WizTeam,WizQTClient,C,FALSE,contributing is missing.
chiakge,Linux-NetSpeed,C,FALSE,contributing is missing.
conorpp,u2f-zero,C,FALSE,contributing is missing.
fragglet,c-algorithms,C,FALSE,contributing size < 0.5kB.
emojicode,emojicode,C,TRUE,
irssi,irssi,C,FALSE,contributing is missing.
KevinOConnor,klipper,C,TRUE,
IoLanguage,io,C,FALSE,contributing is missing.
microsoft,ProcDump-for-Linux,C,TRUE,
antirez,neural-redis,C,FALSE,contributing is missing.
shadowsocks,simple-obfs,C,FALSE,contributing is missing.
darkk,redsocks,C,FALSE,contributing is missing.
huangz1990,annotated_redis_source,C,FALSE,contributing is not in Markdown.
ChrisJohnsen,tmux-MacOSX-pasteboard,C,FALSE,contributing is missing.
danielfrg,word2vec,C,FALSE,contributing is missing.
ntop,nDPI,C,TRUE,
colmap,colmap,C,TRUE,
WireGuard,wireguard-monolithic-historical,C,FALSE,contributing is missing.
htacg,tidy-html5,C,FALSE,contributing is missing.
alibaba,tsar,C,FALSE,contributing is missing.
vozlt,nginx-module-vts,C,FALSE,contributing is missing.
openai,retro,C,TRUE,
kokke,tiny-AES-c,C,FALSE,contributing is missing.
fluent,fluent-bit,C,TRUE,
snooda,net-speeder,C,FALSE,contributing is missing.
jagt,clumsy,C,FALSE,contributing is missing.
mgba-emu,mgba,C,TRUE,
way-cooler,way-cooler,C,FALSE,contributing size < 0.5kB.
LuaJIT,LuaJIT,C,FALSE,contributing is missing.
facebookresearch,darkforestGo,C,TRUE,
ntop,n2n,C,FALSE,contributing is missing.
libjpeg-turbo,libjpeg-turbo,C,TRUE,
hashcat,hashcat-legacy,C,FALSE,contributing is missing.
gozfree,gear-lib,C,FALSE,"contributing size < 0.5kB.
contributing is not in English."
iliasam,OpenSimpleLidar,C,FALSE,contributing is missing.
andmarti1424,sc-im,C,FALSE,contributing is missing.
xoreaxeaxeax,rosenbridge,C,FALSE,contributing is missing.
damonkohler,sl4a,C,FALSE,contributing is missing.
Hopson97,MineCraft-One-Week-Challenge,C,FALSE,contributing is missing.
srdja,Collections-C,C,TRUE,
chipsec,chipsec,C,FALSE,contributing is missing.
MinhasKamal,CreepyCodeCollection,C,FALSE,contributing is missing.
troydhanson,uthash,C,FALSE,contributing is missing.
aws,amazon-freertos,C,TRUE,
dunst-project,dunst,C,FALSE,contributing is missing.
wandenberg,nginx-push-stream-module,C,FALSE,contributing is missing.
ZBar,ZBar,C,FALSE,contributing is missing.
inotify-tools,inotify-tools,C,FALSE,contributing is missing.
satori-com,tcpkali,C,FALSE,contributing is missing.
cesanta,mongoose-os,C,FALSE,contributing size < 0.5kB.
littlekernel,lk,C,FALSE,contributing is missing.
libgit2,rugged,C,FALSE,contributing is missing.
begeekmyfriend,leetcode,C,FALSE,contributing is missing.
Mzzopublic,C,C,FALSE,contributing is missing.
Meituan-Dianping,DBProxy,C,FALSE,contributing is missing.
canonical,dqlite,C,FALSE,contributing is missing.
probablycorey,wax,C,FALSE,contributing is missing.
CTCaer,hekate,C,FALSE,contributing is missing.
espressif,ESP8266_RTOS_SDK,C,FALSE,contributing is missing.
schwabe,ics-openvpn,C,FALSE,"contributing size < 0.5kB.
contributing is not in Markdown."
patriciogonzalezvivo,glslViewer,C,FALSE,contributing is missing.
nesbox,TIC-80,C,FALSE,contributing is missing.
google,honggfuzz,C,TRUE,
retroplasma,earth-reverse-engineering,C,FALSE,contributing is missing.
chjj,compton,C,FALSE,contributing is missing.
lloyd,yajl,C,FALSE,contributing is missing.
zsh-users,zsh,C,FALSE,contributing is missing.
orangeduck,mpc,C,FALSE,contributing is missing.
weechat,weechat,C,FALSE,contributing is not in Markdown.
jeelabs,esp-link,C,TRUE,
nanopb,nanopb,C,TRUE,
github,glb-director,C,TRUE,
phoboslab,jsmpeg-vnc,C,FALSE,contributing is missing.
ashima,webgl-noise,C,FALSE,contributing is missing.
lotabout,write-a-C-interpreter,C,FALSE,contributing is missing.
shellinabox,shellinabox,C,FALSE,contributing is missing.
ufrisk,pcileech,C,FALSE,contributing is missing.
tanersener,mobile-ffmpeg,C,FALSE,contributing is missing.
json-c,json-c,C,FALSE,contributing is missing.
olikraus,u8g2,C,FALSE,contributing is missing.
floooh,sokol,C,FALSE,contributing is missing.
WhatsApp,stickers,C,TRUE,
microsoft,checkedc,C,TRUE,
firmianay,CTF-All-In-One,C,FALSE,contributing is missing.
google,wuffs,C,TRUE,
glouw,tinn,C,FALSE,contributing is missing.
neomutt,neomutt,C,TRUE,
iqiyi,xHook,C,TRUE,
espruino,Espruino,C,TRUE,
EasyHook,EasyHook,C,FALSE,contributing is missing.
rogerclarkmelbourne,Arduino_STM32,C,FALSE,contributing is missing.
guanzhi,GmSSL,C,FALSE,contributing is missing.
Proxmark,proxmark3,C,FALSE,contributing is missing.
FeralInteractive,gamemode,C,FALSE,contributing is missing.
psycopg,psycopg2,C,FALSE,contributing is missing.
Chlumsky,msdfgen,C,FALSE,contributing is missing.
php-ds,ext-ds,C,TRUE,
apple,HomeKitADK,C,FALSE,contributing size < 0.5kB.
msysgit,msysgit,C,FALSE,contributing is missing.
ARMmbed,littlefs,C,FALSE,contributing is missing.
RikkaApps,Riru,C,FALSE,contributing is missing.
apple,swift-corelibs-libdispatch,C,FALSE,contributing size < 0.5kB.
albfan,miraclecast,C,FALSE,contributing is missing.
signal11,hidapi,C,FALSE,contributing is missing.
saki4510t,UVCCamera,C,FALSE,contributing is missing.
networkprotocol,netcode,C,FALSE,contributing is missing.
F5OEO,rpitx,C,FALSE,contributing is missing.
tectonic-typesetting,tectonic,C,TRUE,
dtag-dev-sec,tpotce,C,FALSE,contributing is missing.
aubio,aubio,C,FALSE,contributing is missing.
networkprotocol,yojimbo,C,FALSE,contributing is missing.
samyk,pwnat,C,FALSE,contributing is missing.
ejoy,ejoy2d,C,FALSE,contributing is missing.
torproject,tor,C,FALSE,contributing is not in Markdown.
jhawthorn,fzy,C,FALSE,contributing is missing.
yandex,odyssey,C,FALSE,contributing is missing.
vmg,sundown,C,FALSE,contributing size < 0.5kB.
linux-noah,noah,C,FALSE,contributing is missing.
libopencm3,libopencm3,C,FALSE,contributing is missing.
Immediate-Mode-UI,Nuklear,C,FALSE,contributing is missing.
libffi,libffi,C,FALSE,contributing is missing.
xufuji456,FFmpegAndroid,C,FALSE,contributing is missing.
tianocore,edk2,C,FALSE,contributing is missing.
nanomsg,nng,C,FALSE,contributing is not in Markdown.
twitter,ios-twitter-image-pipeline,C,FALSE,contributing is missing.
dlundquist,sniproxy,C,FALSE,contributing is missing.
tvheadend,tvheadend,C,TRUE,
plasma-umass,coz,C,FALSE,contributing is missing.
statsite,statsite,C,FALSE,contributing is missing.
geany,geany,C,FALSE,contributing is missing.
pmwkaa,sophia,C,FALSE,contributing is missing.
vivien,i3blocks,C,FALSE,contributing is missing.
leixiaohua1020,simplest_ffmpeg_mobile,C,FALSE,contributing is missing.
ntop,PF_RING,C,FALSE,contributing is missing.
mtoyoda,sl,C,FALSE,contributing is missing.
nmikhailov,Validity90,C,FALSE,contributing is missing.
concurrencykit,ck,C,FALSE,contributing is missing.
westes,flex,C,FALSE,contributing is missing.
EZLippi,WebBench,C,FALSE,contributing is missing.
ShadowsocksR-Live,shadowsocksr-native,C,FALSE,contributing is missing.
acl-dev,acl,C,FALSE,contributing is missing.
nsf,termbox,C,FALSE,contributing is missing.
intel,haxm,C,TRUE,
coreutils,coreutils,C,FALSE,contributing is missing.
aircrack-ng,aircrack-ng,C,FALSE,contributing is missing.
nmap,npcap,C,FALSE,contributing is missing.
ElementsProject,lightning,C,FALSE,contributing is missing.
EricssonResearch,openwebrtc,C,TRUE,
premake,premake-core,C,TRUE,
keendreams,keen,C,FALSE,contributing is missing.
iqiyi,xCrash,C,TRUE,
FFTW,fftw3,C,FALSE,contributing is missing.
google,cpu_features,C,TRUE,
karlstav,cava,C,TRUE,
Gnucash,gnucash,C,FALSE,contributing is missing.
maharmstone,btrfs,C,FALSE,contributing is missing.
raspberrypi,userland,C,FALSE,contributing is missing.
cloudwu,coroutine,C,FALSE,contributing is missing.
alols,xcape,C,FALSE,contributing is missing.
guillaumechereau,goxel,C,TRUE,
TeamWin,Team-Win-Recovery-Project,C,FALSE,contributing is missing.
davidmoreno,onion,C,TRUE,
jiangwenyuan,nuster,C,FALSE,contributing is not in Markdown.
lavabit,magma,C,FALSE,contributing is missing.
starrtc,starrtc-server,C,FALSE,contributing is missing.
gosu,gosu,C,TRUE,
codahale,bcrypt-ruby,C,FALSE,contributing is missing.
jech,polipo,C,FALSE,contributing is missing.
iqiyi,dpvs,C,TRUE,
PromyLOPh,pianobar,C,FALSE,contributing is missing.
z3APA3A,3proxy,C,FALSE,contributing is missing.
mackyle,sqlite,C,FALSE,contributing is missing.
panda-re,panda,C,FALSE,contributing is missing.
facebookarchive,libphenom,C,FALSE,contributing is missing.
lsalzman,enet,C,FALSE,contributing is missing.
hanwckf,rt-n56u,C,FALSE,contributing is missing.
ThrowTheSwitch,Unity,C,FALSE,contributing is missing.
Qihoo360,phptrace,C,FALSE,contributing is missing.
yangchaojiang,yjPlay,C,FALSE,"contributing size < 0.5kB.
contributing is not in English."
wazuh,wazuh,C,FALSE,contributing is missing.
sandboxie,sandboxie,C,FALSE,contributing is missing.
sleuthkit,sleuthkit,C,FALSE,contributing is missing.
alibaba,LVS,C,FALSE,contributing is missing.
namhyung,uftrace,C,TRUE,
bytecodealliance,wasm-micro-runtime,C,TRUE,
nigels-com,glew,C,FALSE,contributing is missing.
id-Software,Quake-2,C,FALSE,contributing is missing.
OISF,suricata,C,TRUE,
XorTroll,Goldleaf,C,FALSE,contributing is missing.
esp8266,esp8266-wiki,C,FALSE,contributing is missing.
ctfs,write-ups-2016,C,TRUE,
antirez,dump1090,C,FALSE,contributing is missing.
p-gen,smenu,C,FALSE,contributing is missing.
microsoft,msquic,C,TRUE,
cnlohr,rawdrawandroid,C,FALSE,contributing is missing.
zyantific,zydis,C,FALSE,contributing is missing.
varnish,hitch,C,FALSE,contributing is missing.
OpenIntelWireless,itlwm,C,FALSE,contributing is missing.
yangjie10930,EpMedia,C,FALSE,contributing is missing.
openbsd,src,C,FALSE,contributing is missing.
fukuchi,libqrencode,C,FALSE,contributing is missing.
wiredtiger,wiredtiger,C,FALSE,contributing is missing.
fancycode,MemoryModule,C,FALSE,contributing is missing.
skeeto,endlessh,C,FALSE,contributing is missing.
umlaeute,v4l2loopback,C,FALSE,contributing is missing.
nginx,nginx-releases,C,FALSE,contributing is missing.
DynamoRIO,drmemory,C,TRUE,
Stichting-MINIX-Research-Foundation,minix,C,FALSE,contributing is missing.
facebookarchive,flashcache,C,FALSE,contributing is missing.
janet-lang,janet,C,TRUE,
LMDB,lmdb,C,FALSE,contributing is missing.
thestr4ng3r,chiaki,C,FALSE,contributing is missing.
dgiese,dustcloud,C,FALSE,contributing is missing.
Ettercap,ettercap,C,FALSE,contributing is missing.
lzfse,lzfse,C,FALSE,contributing is missing.
OAID,Tengine,C,FALSE,contributing is missing.
civetweb,civetweb,C,FALSE,contributing is missing.
philippe44,AirConnect,C,FALSE,contributing is missing.
mattrajca,sudo-touchid,C,FALSE,contributing is missing.
kosua20,herebedragons,C,TRUE,
sysstat,sysstat,C,FALSE,contributing is missing.
blechschmidt,massdns,C,FALSE,contributing is missing.
madeye,proxydroid,C,FALSE,contributing is missing.
zhaojh329,rtty,C,TRUE,
notro,fbtft,C,FALSE,contributing is missing.
yaoweibin,nginx_tcp_proxy_module,C,FALSE,contributing is missing.
googleprojectzero,winafl,C,TRUE,
mtcp-stack,mtcp,C,FALSE,contributing is missing.
Celtoys,Remotery,C,FALSE,contributing is missing.
iwasrobbed,Down,C,FALSE,contributing is missing.
stephane,libmodbus,C,TRUE,
reactnativecn,react-native-pushy,C,FALSE,contributing is missing.
ivmai,bdwgc,C,FALSE,contributing is missing.
axel-download-accelerator,axel,C,TRUE,
omnirom,android_bootable_recovery,C,FALSE,contributing is missing.
FreeRDP,Remmina,C,TRUE,
billziss-gh,sshfs-win,C,FALSE,contributing is missing.
WiringPi,WiringPi,C,FALSE,contributing is missing.
osqzss,gps-sdr-sim,C,FALSE,contributing is missing.
cesanta,mjs,C,FALSE,contributing is missing.
blacksphere,blackmagic,C,FALSE,contributing is missing.
scandum,quadsort,C,FALSE,contributing is missing.
sustrik,libdill,C,FALSE,contributing is missing.
libarchive,libarchive,C,TRUE,
syslog-ng,syslog-ng,C,TRUE,
viest,php-ext-xlswriter,C,FALSE,contributing is missing.
vifm,vifm,C,FALSE,contributing is missing.
linux-test-project,ltp,C,FALSE,contributing is missing.
tizonia,tizonia-openmax-il,C,TRUE,
nullgemm,ly,C,FALSE,contributing is missing.
mubix,post-exploitation,C,FALSE,contributing is missing.
shihyu,Linux_Programming,C,FALSE,contributing is missing.
greatscottgadgets,ubertooth,C,FALSE,contributing is missing.
S-March,smarchWatch_PUBLIC,C,FALSE,contributing is missing.
hgpvision,darknet,C,FALSE,contributing is missing.
osmc,osmc,C,TRUE,
okbob,pspg,C,FALSE,contributing is missing.
